event,year,era,deaths,homes,unit_type,unit_index
Ash Wednesday VIC/SA,1983,Pre-2000,75,2500,homes,12
Ash Wednesday VIC/SA,1983,Pre-2000,75,2500,homes,13
Ash Wednesday VIC/SA,1983,Pre-2000,75,2500,homes,14
Ash Wednesday VIC/SA,1983,Pre-2000,75,2500,homes,15
Ash Wednesday VIC/SA,1983,Pre-2000,75,2500,homes,16
Ash Wednesday VIC/SA,1983,Pre-2000,75,2500,homes,17
Ash Wednesday VIC/SA,1983,Pre-2000,75,2500,homes,18
Ash Wednesday VIC/SA,1983,Pre-2000,75,2500,homes,19
Ash Wednesday VIC/SA,1983,Pre-2000,75,2500,homes,20
Ash Wednesday VIC/SA,1983,Pre-2000,75,2500,homes,21
Ash Wednesday VIC/SA,1983,Pre-2000,75,2500,homes,22
Ash Wednesday VIC/SA,1983,Pre-2000,75,2500,homes,23
Ash Wednesday VIC/SA,1983,Pre-2000,75,2500,homes,24
Ash Wednesday VIC/SA,1983,Pre-2000,75,2500,homes,25
Ash Wednesday VIC/SA,1983,Pre-2000,75,2500,deaths,1
Ash Wednesday VIC/SA,1983,Pre-2000,75,2500,deaths,2
Ash Wednesday VIC/SA,1983,Pre-2000,75,2500,deaths,3
Ash Wednesday VIC/SA,1983,Pre-2000,75,2500,deaths,4
Ash Wednesday VIC/SA,1983,Pre-2000,75,2500,deaths,5
Ash Wednesday VIC/SA,1983,Pre-2000,75,2500,deaths,6
Ash Wednesday VIC/SA,1983,Pre-2000,75,2500,deaths,7
Ash Wednesday VIC/SA,1983,Pre-2000,75,2500,deaths,8
Ash Wednesday VIC/SA,1983,Pre-2000,75,2500,deaths,9
Ash Wednesday VIC/SA,1983,Pre-2000,75,2500,deaths,10
Ash Wednesday VIC/SA,1983,Pre-2000,75,2500,deaths,11
Ash Wednesday VIC/SA,1983,Pre-2000,75,2500,deaths,12
Ash Wednesday VIC/SA,1983,Pre-2000,75,2500,deaths,13
Ash Wednesday VIC/SA,1983,Pre-2000,75,2500,deaths,14
Ash Wednesday VIC/SA,1983,Pre-2000,75,2500,deaths,15
Ash Wednesday VIC/SA,1983,Pre-2000,75,2500,deaths,16
Ash Wednesday VIC/SA,1983,Pre-2000,75,2500,deaths,17
Ash Wednesday VIC/SA,1983,Pre-2000,75,2500,deaths,18
Ash Wednesday VIC/SA,1983,Pre-2000,75,2500,deaths,19
Ash Wednesday VIC/SA,1983,Pre-2000,75,2500,deaths,20
Ash Wednesday VIC/SA,1983,Pre-2000,75,2500,deaths,21
Ash Wednesday VIC/SA,1983,Pre-2000,75,2500,deaths,22
Ash Wednesday VIC/SA,1983,Pre-2000,75,2500,deaths,23
Ash Wednesday VIC/SA,1983,Pre-2000,75,2500,deaths,24
Ash Wednesday VIC/SA,1983,Pre-2000,75,2500,deaths,25
Ash Wednesday VIC/SA,1983,Pre-2000,75,2500,deaths,26
Ash Wednesday VIC/SA,1983,Pre-2000,75,2500,deaths,27
Ash Wednesday VIC/SA,1983,Pre-2000,75,2500,deaths,28
Ash Wednesday VIC/SA,1983,Pre-2000,75,2500,deaths,29
Ash Wednesday VIC/SA,1983,Pre-2000,75,2500,deaths,30
Ash Wednesday VIC/SA,1983,Pre-2000,75,2500,deaths,31
Ash Wednesday VIC/SA,1983,Pre-2000,75,2500,deaths,32
Ash Wednesday VIC/SA,1983,Pre-2000,75,2500,deaths,33
Ash Wednesday VIC/SA,1983,Pre-2000,75,2500,deaths,34
Ash Wednesday VIC/SA,1983,Pre-2000,75,2500,deaths,35
Ash Wednesday VIC/SA,1983,Pre-2000,75,2500,deaths,36
Ash Wednesday VIC/SA,1983,Pre-2000,75,2500,deaths,37
Ash Wednesday VIC/SA,1983,Pre-2000,75,2500,deaths,38
Ash Wednesday VIC/SA,1983,Pre-2000,75,2500,deaths,39
Ash Wednesday VIC/SA,1983,Pre-2000,75,2500,deaths,40
Ash Wednesday VIC/SA,1983,Pre-2000,75,2500,deaths,41
Ash Wednesday VIC/SA,1983,Pre-2000,75,2500,deaths,42
Ash Wednesday VIC/SA,1983,Pre-2000,75,2500,deaths,43
Ash Wednesday VIC/SA,1983,Pre-2000,75,2500,deaths,44
Ash Wednesday VIC/SA,1983,Pre-2000,75,2500,deaths,45
Ash Wednesday VIC/SA,1983,Pre-2000,75,2500,deaths,46
Ash Wednesday VIC/SA,1983,Pre-2000,75,2500,deaths,47
Ash Wednesday VIC/SA,1983,Pre-2000,75,2500,deaths,48
Ash Wednesday VIC/SA,1983,Pre-2000,75,2500,deaths,49
Ash Wednesday VIC/SA,1983,Pre-2000,75,2500,deaths,50
Ash Wednesday VIC/SA,1983,Pre-2000,75,2500,deaths,51
Ash Wednesday VIC/SA,1983,Pre-2000,75,2500,deaths,52
Ash Wednesday VIC/SA,1983,Pre-2000,75,2500,deaths,53
Ash Wednesday VIC/SA,1983,Pre-2000,75,2500,deaths,54
Ash Wednesday VIC/SA,1983,Pre-2000,75,2500,deaths,55
Ash Wednesday VIC/SA,1983,Pre-2000,75,2500,deaths,56
Ash Wednesday VIC/SA,1983,Pre-2000,75,2500,deaths,57
Ash Wednesday VIC/SA,1983,Pre-2000,75,2500,deaths,58
Ash Wednesday VIC/SA,1983,Pre-2000,75,2500,deaths,59
Ash Wednesday VIC/SA,1983,Pre-2000,75,2500,deaths,60
Ash Wednesday VIC/SA,1983,Pre-2000,75,2500,deaths,61
Ash Wednesday VIC/SA,1983,Pre-2000,75,2500,deaths,62
Ash Wednesday VIC/SA,1983,Pre-2000,75,2500,deaths,63
Ash Wednesday VIC/SA,1983,Pre-2000,75,2500,deaths,64
Ash Wednesday VIC/SA,1983,Pre-2000,75,2500,deaths,65
Ash Wednesday VIC/SA,1983,Pre-2000,75,2500,deaths,66
Ash Wednesday VIC/SA,1983,Pre-2000,75,2500,deaths,67
Ash Wednesday VIC/SA,1983,Pre-2000,75,2500,deaths,68
Ash Wednesday VIC/SA,1983,Pre-2000,75,2500,deaths,69
Ash Wednesday VIC/SA,1983,Pre-2000,75,2500,deaths,70
Ash Wednesday VIC/SA,1983,Pre-2000,75,2500,deaths,71
Ash Wednesday VIC/SA,1983,Pre-2000,75,2500,deaths,72
Ash Wednesday VIC/SA,1983,Pre-2000,75,2500,deaths,73
Ash Wednesday VIC/SA,1983,Pre-2000,75,2500,deaths,74
Ash Wednesday VIC/SA,1983,Pre-2000,75,2500,deaths,75
Black Friday VIC,1939,Pre-2000,71,3700,homes,1
Black Friday VIC,1939,Pre-2000,71,3700,homes,2
Black Friday VIC,1939,Pre-2000,71,3700,homes,3
Black Friday VIC,1939,Pre-2000,71,3700,homes,4
Black Friday VIC,1939,Pre-2000,71,3700,homes,5
Black Friday VIC,1939,Pre-2000,71,3700,homes,6
Black Friday VIC,1939,Pre-2000,71,3700,homes,7
Black Friday VIC,1939,Pre-2000,71,3700,homes,8
Black Friday VIC,1939,Pre-2000,71,3700,homes,9
Black Friday VIC,1939,Pre-2000,71,3700,homes,10
Black Friday VIC,1939,Pre-2000,71,3700,homes,11
Black Friday VIC,1939,Pre-2000,71,3700,homes,12
Black Friday VIC,1939,Pre-2000,71,3700,homes,13
Black Friday VIC,1939,Pre-2000,71,3700,homes,14
Black Friday VIC,1939,Pre-2000,71,3700,homes,15
Black Friday VIC,1939,Pre-2000,71,3700,homes,16
Black Friday VIC,1939,Pre-2000,71,3700,homes,17
Black Friday VIC,1939,Pre-2000,71,3700,homes,18
Black Friday VIC,1939,Pre-2000,71,3700,homes,19
Black Friday VIC,1939,Pre-2000,71,3700,homes,20
Black Friday VIC,1939,Pre-2000,71,3700,homes,21
Black Friday VIC,1939,Pre-2000,71,3700,homes,22
Black Friday VIC,1939,Pre-2000,71,3700,homes,23
Black Friday VIC,1939,Pre-2000,71,3700,homes,24
Black Friday VIC,1939,Pre-2000,71,3700,homes,25
Black Friday VIC,1939,Pre-2000,71,3700,homes,26
Black Friday VIC,1939,Pre-2000,71,3700,homes,27
Black Friday VIC,1939,Pre-2000,71,3700,homes,28
Black Friday VIC,1939,Pre-2000,71,3700,homes,29
Black Friday VIC,1939,Pre-2000,71,3700,homes,30
Black Friday VIC,1939,Pre-2000,71,3700,homes,31
Black Friday VIC,1939,Pre-2000,71,3700,homes,32
Black Friday VIC,1939,Pre-2000,71,3700,homes,33
Black Friday VIC,1939,Pre-2000,71,3700,homes,34
Black Friday VIC,1939,Pre-2000,71,3700,homes,35
Black Friday VIC,1939,Pre-2000,71,3700,homes,36
Black Friday VIC,1939,Pre-2000,71,3700,homes,37
Black Friday VIC,1939,Pre-2000,71,3700,deaths,1
Black Friday VIC,1939,Pre-2000,71,3700,deaths,2
Black Friday VIC,1939,Pre-2000,71,3700,deaths,3
Black Friday VIC,1939,Pre-2000,71,3700,deaths,4
Black Friday VIC,1939,Pre-2000,71,3700,deaths,5
Black Friday VIC,1939,Pre-2000,71,3700,deaths,6
Black Friday VIC,1939,Pre-2000,71,3700,deaths,7
Black Friday VIC,1939,Pre-2000,71,3700,deaths,8
Black Friday VIC,1939,Pre-2000,71,3700,deaths,9
Black Friday VIC,1939,Pre-2000,71,3700,deaths,10
Black Friday VIC,1939,Pre-2000,71,3700,deaths,11
Black Friday VIC,1939,Pre-2000,71,3700,deaths,12
Black Friday VIC,1939,Pre-2000,71,3700,deaths,13
Black Friday VIC,1939,Pre-2000,71,3700,deaths,14
Black Friday VIC,1939,Pre-2000,71,3700,deaths,15
Black Friday VIC,1939,Pre-2000,71,3700,deaths,16
Black Friday VIC,1939,Pre-2000,71,3700,deaths,17
Black Friday VIC,1939,Pre-2000,71,3700,deaths,18
Black Friday VIC,1939,Pre-2000,71,3700,deaths,19
Black Friday VIC,1939,Pre-2000,71,3700,deaths,20
Black Friday VIC,1939,Pre-2000,71,3700,deaths,21
Black Friday VIC,1939,Pre-2000,71,3700,deaths,22
Black Friday VIC,1939,Pre-2000,71,3700,deaths,23
Black Friday VIC,1939,Pre-2000,71,3700,deaths,24
Black Friday VIC,1939,Pre-2000,71,3700,deaths,25
Black Friday VIC,1939,Pre-2000,71,3700,deaths,26
Black Friday VIC,1939,Pre-2000,71,3700,deaths,27
Black Friday VIC,1939,Pre-2000,71,3700,deaths,28
Black Friday VIC,1939,Pre-2000,71,3700,deaths,29
Black Friday VIC,1939,Pre-2000,71,3700,deaths,30
Black Friday VIC,1939,Pre-2000,71,3700,deaths,31
Black Friday VIC,1939,Pre-2000,71,3700,deaths,32
Black Friday VIC,1939,Pre-2000,71,3700,deaths,33
Black Friday VIC,1939,Pre-2000,71,3700,deaths,34
Black Friday VIC,1939,Pre-2000,71,3700,deaths,35
Black Friday VIC,1939,Pre-2000,71,3700,deaths,36
Black Friday VIC,1939,Pre-2000,71,3700,deaths,37
Black Friday VIC,1939,Pre-2000,71,3700,deaths,38
Black Friday VIC,1939,Pre-2000,71,3700,deaths,39
Black Friday VIC,1939,Pre-2000,71,3700,deaths,40
Black Friday VIC,1939,Pre-2000,71,3700,deaths,41
Black Friday VIC,1939,Pre-2000,71,3700,deaths,42
Black Friday VIC,1939,Pre-2000,71,3700,deaths,43
Black Friday VIC,1939,Pre-2000,71,3700,deaths,44
Black Friday VIC,1939,Pre-2000,71,3700,deaths,45
Black Friday VIC,1939,Pre-2000,71,3700,deaths,46
Black Friday VIC,1939,Pre-2000,71,3700,deaths,47
Black Friday VIC,1939,Pre-2000,71,3700,deaths,48
Black Friday VIC,1939,Pre-2000,71,3700,deaths,49
Black Friday VIC,1939,Pre-2000,71,3700,deaths,50
Black Friday VIC,1939,Pre-2000,71,3700,deaths,51
Black Friday VIC,1939,Pre-2000,71,3700,deaths,52
Black Friday VIC,1939,Pre-2000,71,3700,deaths,53
Black Friday VIC,1939,Pre-2000,71,3700,deaths,54
Black Friday VIC,1939,Pre-2000,71,3700,deaths,55
Black Friday VIC,1939,Pre-2000,71,3700,deaths,56
Black Friday VIC,1939,Pre-2000,71,3700,deaths,57
Black Friday VIC,1939,Pre-2000,71,3700,deaths,58
Black Friday VIC,1939,Pre-2000,71,3700,deaths,59
Black Friday VIC,1939,Pre-2000,71,3700,deaths,60
Black Friday VIC,1939,Pre-2000,71,3700,deaths,61
Black Friday VIC,1939,Pre-2000,71,3700,deaths,62
Black Friday VIC,1939,Pre-2000,71,3700,deaths,63
Black Friday VIC,1939,Pre-2000,71,3700,deaths,64
Black Friday VIC,1939,Pre-2000,71,3700,deaths,65
Black Friday VIC,1939,Pre-2000,71,3700,deaths,66
Black Friday VIC,1939,Pre-2000,71,3700,deaths,67
Black Friday VIC,1939,Pre-2000,71,3700,deaths,68
Black Friday VIC,1939,Pre-2000,71,3700,deaths,69
Black Friday VIC,1939,Pre-2000,71,3700,deaths,70
Black Friday VIC,1939,Pre-2000,71,3700,deaths,71
Hobart Fires TAS,1967,Pre-2000,62,900,homes,1
Hobart Fires TAS,1967,Pre-2000,62,900,homes,2
Hobart Fires TAS,1967,Pre-2000,62,900,homes,3
Hobart Fires TAS,1967,Pre-2000,62,900,homes,4
Hobart Fires TAS,1967,Pre-2000,62,900,homes,5
Hobart Fires TAS,1967,Pre-2000,62,900,homes,6
Hobart Fires TAS,1967,Pre-2000,62,900,homes,7
Hobart Fires TAS,1967,Pre-2000,62,900,homes,8
Hobart Fires TAS,1967,Pre-2000,62,900,homes,9
Hobart Fires TAS,1967,Pre-2000,62,900,deaths,1
Hobart Fires TAS,1967,Pre-2000,62,900,deaths,2
Hobart Fires TAS,1967,Pre-2000,62,900,deaths,3
Hobart Fires TAS,1967,Pre-2000,62,900,deaths,4
Hobart Fires TAS,1967,Pre-2000,62,900,deaths,5
Hobart Fires TAS,1967,Pre-2000,62,900,deaths,6
Hobart Fires TAS,1967,Pre-2000,62,900,deaths,7
Hobart Fires TAS,1967,Pre-2000,62,900,deaths,8
Hobart Fires TAS,1967,Pre-2000,62,900,deaths,9
Hobart Fires TAS,1967,Pre-2000,62,900,deaths,10
Hobart Fires TAS,1967,Pre-2000,62,900,deaths,11
Hobart Fires TAS,1967,Pre-2000,62,900,deaths,12
Hobart Fires TAS,1967,Pre-2000,62,900,deaths,13
Hobart Fires TAS,1967,Pre-2000,62,900,deaths,14
Hobart Fires TAS,1967,Pre-2000,62,900,deaths,15
Hobart Fires TAS,1967,Pre-2000,62,900,deaths,16
Hobart Fires TAS,1967,Pre-2000,62,900,deaths,17
Hobart Fires TAS,1967,Pre-2000,62,900,deaths,18
Hobart Fires TAS,1967,Pre-2000,62,900,deaths,19
Hobart Fires TAS,1967,Pre-2000,62,900,deaths,20
Hobart Fires TAS,1967,Pre-2000,62,900,deaths,21
Hobart Fires TAS,1967,Pre-2000,62,900,deaths,22
Hobart Fires TAS,1967,Pre-2000,62,900,deaths,23
Hobart Fires TAS,1967,Pre-2000,62,900,deaths,24
Hobart Fires TAS,1967,Pre-2000,62,900,deaths,25
Hobart Fires TAS,1967,Pre-2000,62,900,deaths,26
Hobart Fires TAS,1967,Pre-2000,62,900,deaths,27
Hobart Fires TAS,1967,Pre-2000,62,900,deaths,28
Hobart Fires TAS,1967,Pre-2000,62,900,deaths,29
Hobart Fires TAS,1967,Pre-2000,62,900,deaths,30
Hobart Fires TAS,1967,Pre-2000,62,900,deaths,31
Hobart Fires TAS,1967,Pre-2000,62,900,deaths,32
Hobart Fires TAS,1967,Pre-2000,62,900,deaths,33
Hobart Fires TAS,1967,Pre-2000,62,900,deaths,34
Hobart Fires TAS,1967,Pre-2000,62,900,deaths,35
Hobart Fires TAS,1967,Pre-2000,62,900,deaths,36
Hobart Fires TAS,1967,Pre-2000,62,900,deaths,37
Hobart Fires TAS,1967,Pre-2000,62,900,deaths,38
Hobart Fires TAS,1967,Pre-2000,62,900,deaths,39
Hobart Fires TAS,1967,Pre-2000,62,900,deaths,40
Hobart Fires TAS,1967,Pre-2000,62,900,deaths,41
Hobart Fires TAS,1967,Pre-2000,62,900,deaths,42
Hobart Fires TAS,1967,Pre-2000,62,900,deaths,43
Hobart Fires TAS,1967,Pre-2000,62,900,deaths,44
Hobart Fires TAS,1967,Pre-2000,62,900,deaths,45
Hobart Fires TAS,1967,Pre-2000,62,900,deaths,46
Hobart Fires TAS,1967,Pre-2000,62,900,deaths,47
Hobart Fires TAS,1967,Pre-2000,62,900,deaths,48
Hobart Fires TAS,1967,Pre-2000,62,900,deaths,49
Hobart Fires TAS,1967,Pre-2000,62,900,deaths,50
Hobart Fires TAS,1967,Pre-2000,62,900,deaths,51
Hobart Fires TAS,1967,Pre-2000,62,900,deaths,52
Hobart Fires TAS,1967,Pre-2000,62,900,deaths,53
Hobart Fires TAS,1967,Pre-2000,62,900,deaths,54
Hobart Fires TAS,1967,Pre-2000,62,900,deaths,55
Hobart Fires TAS,1967,Pre-2000,62,900,deaths,56
Hobart Fires TAS,1967,Pre-2000,62,900,deaths,57
Hobart Fires TAS,1967,Pre-2000,62,900,deaths,58
Hobart Fires TAS,1967,Pre-2000,62,900,deaths,59
Hobart Fires TAS,1967,Pre-2000,62,900,deaths,60
Hobart Fires TAS,1967,Pre-2000,62,900,deaths,61
Hobart Fires TAS,1967,Pre-2000,62,900,deaths,62
Red Tuesday VIC,1898,Pre-2000,12,2000,homes,1
Red Tuesday VIC,1898,Pre-2000,12,2000,homes,2
Red Tuesday VIC,1898,Pre-2000,12,2000,homes,3
Red Tuesday VIC,1898,Pre-2000,12,2000,homes,4
Red Tuesday VIC,1898,Pre-2000,12,2000,homes,5
Red Tuesday VIC,1898,Pre-2000,12,2000,homes,6
Red Tuesday VIC,1898,Pre-2000,12,2000,homes,7
Red Tuesday VIC,1898,Pre-2000,12,2000,homes,8
Red Tuesday VIC,1898,Pre-2000,12,2000,homes,9
Red Tuesday VIC,1898,Pre-2000,12,2000,homes,10
Red Tuesday VIC,1898,Pre-2000,12,2000,homes,11
Red Tuesday VIC,1898,Pre-2000,12,2000,homes,12
Red Tuesday VIC,1898,Pre-2000,12,2000,homes,13
Red Tuesday VIC,1898,Pre-2000,12,2000,homes,14
Red Tuesday VIC,1898,Pre-2000,12,2000,homes,15
Red Tuesday VIC,1898,Pre-2000,12,2000,homes,16
Red Tuesday VIC,1898,Pre-2000,12,2000,homes,17
Red Tuesday VIC,1898,Pre-2000,12,2000,homes,18
Red Tuesday VIC,1898,Pre-2000,12,2000,homes,19
Red Tuesday VIC,1898,Pre-2000,12,2000,homes,20
Red Tuesday VIC,1898,Pre-2000,12,2000,deaths,1
Red Tuesday VIC,1898,Pre-2000,12,2000,deaths,2
Red Tuesday VIC,1898,Pre-2000,12,2000,deaths,3
Red Tuesday VIC,1898,Pre-2000,12,2000,deaths,4
Red Tuesday VIC,1898,Pre-2000,12,2000,deaths,5
Red Tuesday VIC,1898,Pre-2000,12,2000,deaths,6
Red Tuesday VIC,1898,Pre-2000,12,2000,deaths,7
Red Tuesday VIC,1898,Pre-2000,12,2000,deaths,8
Red Tuesday VIC,1898,Pre-2000,12,2000,deaths,9
Red Tuesday VIC,1898,Pre-2000,12,2000,deaths,10
Red Tuesday VIC,1898,Pre-2000,12,2000,deaths,11
Red Tuesday VIC,1898,Pre-2000,12,2000,deaths,12
Dwellingup WA,1961,Pre-2000,0,160,homes,1
Dwellingup WA,1961,Pre-2000,0,160,homes,2
Black Thursday VIC,1851,Pre-2000,12,0,deaths,1
Black Thursday VIC,1851,Pre-2000,12,0,deaths,2
Black Thursday VIC,1851,Pre-2000,12,0,deaths,3
Black Thursday VIC,1851,Pre-2000,12,0,deaths,4
Black Thursday VIC,1851,Pre-2000,12,0,deaths,5
Black Thursday VIC,1851,Pre-2000,12,0,deaths,6
Black Thursday VIC,1851,Pre-2000,12,0,deaths,7
Black Thursday VIC,1851,Pre-2000,12,0,deaths,8
Black Thursday VIC,1851,Pre-2000,12,0,deaths,9
Black Thursday VIC,1851,Pre-2000,12,0,deaths,10
Black Thursday VIC,1851,Pre-2000,12,0,deaths,11
Black Thursday VIC,1851,Pre-2000,12,0,deaths,12
Longford VIC,1944,Pre-2000,15,700,homes,1
Longford VIC,1944,Pre-2000,15,700,homes,2
Longford VIC,1944,Pre-2000,15,700,homes,3
Longford VIC,1944,Pre-2000,15,700,homes,4
Longford VIC,1944,Pre-2000,15,700,homes,5
Longford VIC,1944,Pre-2000,15,700,homes,6
Longford VIC,1944,Pre-2000,15,700,homes,7
Longford VIC,1944,Pre-2000,15,700,deaths,1
Longford VIC,1944,Pre-2000,15,700,deaths,2
Longford VIC,1944,Pre-2000,15,700,deaths,3
Longford VIC,1944,Pre-2000,15,700,deaths,4
Longford VIC,1944,Pre-2000,15,700,deaths,5
Longford VIC,1944,Pre-2000,15,700,deaths,6
Longford VIC,1944,Pre-2000,15,700,deaths,7
Longford VIC,1944,Pre-2000,15,700,deaths,8
Longford VIC,1944,Pre-2000,15,700,deaths,9
Longford VIC,1944,Pre-2000,15,700,deaths,10
Longford VIC,1944,Pre-2000,15,700,deaths,11
Longford VIC,1944,Pre-2000,15,700,deaths,12
Longford VIC,1944,Pre-2000,15,700,deaths,13
Longford VIC,1944,Pre-2000,15,700,deaths,14
Longford VIC,1944,Pre-2000,15,700,deaths,15
